fid,district,dist_name,shape_star,shape_stle,SHAPE__Len,SHAPE__Are,dist_area,OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,ShapeSTAre,ShapeSTLen,trac_area,int_area
"1","1",Central,73070801.741899996995926,59904.151396499997645,23616.868312823258748,11352042.309992054477334,"6788839","2983","24","510","130100","24510130100","1301",Census Tract,G5020,S,"311272","0","+39.3152603","-076.6342242",520718.472656250000000,3496.616175163726439,"311269","296175"
"1","1",Central,73070801.741899996995926,59904.151396499997645,23616.868312823258748,11352042.309992054477334,"6788839","2984","24","510","170100","24510170100","1701",Census Tract,G5020,S,"282140","0","+39.2971188","-076.6227994",471743.796875000000000,3193.887637553015338,"282139","282139"
"1","1",Central,73070801.741899996995926,59904.151396499997645,23616.868312823258748,11352042.309992054477334,"6788839","2985","24","510","170200","24510170200","1702",Census Tract,G5020,S,"494006","0","+39.3011752","-076.6257103",826088.742187500000000,3851.012692571307070,"494007","494007"
"1","1",Central,73070801.741899996995926,59904.151396499997645,23616.868312823258748,11352042.309992054477334,"6788839","2986","24","510","170300","24510170300","1703",Census Tract,G5020,S,"305829","0","+39.2974131","-076.6305876",511359.457031250000000,2872.396918455189279,"305829","305432"
"1","1",Central,73070801.741899996995926,59904.151396499997645,23616.868312823258748,11352042.309992054477334,"6788839","3011","24","510","180300","24510180300","1803",Census Tract,G5020,S,"289563","0","+39.2873082","-076.6329977",484019.023437500000000,3186.054221045049871,"289561","52"
"1","1",Central,73070801.741899996995926,59904.151396499997645,23616.868312823258748,11352042.309992054477334,"6788839","3032","24","510","220100","24510220100","2201",Census Tract,G5020,S,"1154889","284941","+39.2827739","-076.6139104",2406468.828125000000000,7001.719097773799149,"1439828","397013"
"1","1",Central,73070801.741899996995926,59904.151396499997645,23616.868312823258748,11352042.309992054477334,"6788839","3040","24","510","140100","24510140100","1401",Census Tract,G5020,S,"566966","0","+39.3077211","-076.6256874",948265.074218750000000,4205.603898618831408,"566965","566965"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","1738","24","510","280500","24510280500","2805",Census Tract,G5020,S,"923979","0","+39.2951239","-076.6029382",1544831.484375000000000,5214.821834606654193,"923979","328973"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2133","24","510","260604","24510260604","2606.04",Census Tract,G5020,S,"503666","0","+39.2786758","-076.5388371",841703.136718750000000,3890.741964103595819,"503666","503666"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2135","24","510","010100","24510010100","101",Census Tract,G5020,S,"393198","148387","+39.2786343","-076.5745793",905083.867187500000000,4812.533386803034773,"541584","393672"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2136","24","510","010300","24510010300","103",Census Tract,G5020,S,"673883","10498","+39.2883650","-076.5802265",1143994.933593750000000,4386.327690258074654,"684377","684377"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2137","24","510","010400","24510010400","104",Census Tract,G5020,S,"373744","558487","+39.2781675","-076.5795274",1557929.859375000000000,5819.709875743074008,"932230","372130"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2138","24","510","010500","24510010500","105",Census Tract,G5020,S,"155243","0","+39.2888746","-076.5858889",259508.992187500000000,2316.464646714975061,"155242","155242"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2139","24","510","020100","24510020100","201",Census Tract,G5020,S,"174536","0","+39.2887712","-076.5887716",291758.597656250000000,2395.338762929814038,"174535","174535"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2140","24","510","020200","24510020200","202",Census Tract,G5020,S,"197559","0","+39.2886357","-076.5920299",330245.929687500000000,2486.401029654948161,"197560","197560"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2141","24","510","020300","24510020300","203",Census Tract,G5020,S,"662772","384067","+39.2808610","-076.5940789",1749567.363281250000000,5570.621213395641462,"1046842","654208"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2142","24","510","030100","24510030100","301",Census Tract,G5020,S,"427427","0","+39.2894076","-076.5965752",714512.585937500000000,3534.578415910371405,"427426","427426"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2191","24","510","030200","24510030200","302",Census Tract,G5020,S,"506034","91912","+39.2865363","-076.6022612",999488.957031250000000,4618.598261681992881,"597950","482877"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2192","24","510","040100","24510040100","401",Census Tract,G5020,S,"1189600","0","+39.2903959","-076.6149601",1988670.769531250000000,5881.013915727617132,"1189604","5"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2194","24","510","060400","24510060400","604",Census Tract,G5020,S,"430129","0","+39.2950986","-076.5909176",719148.644531250000000,3425.695103471074617,"430130","215803"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2195","24","510","070100","24510070100","701",Census Tract,G5020,S,"290634","0","+39.2998323","-076.5754298",485984.781250000000000,2841.392630540977279,"290634","108494"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2196","24","510","070200","24510070200","702",Census Tract,G5020,S,"311145","0","+39.2996608","-076.5810142",520279.281250000000000,3201.015460845304460,"311144","113905"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2197","24","510","070300","24510070300","703",Census Tract,G5020,S,"228689","0","+39.2994991","-076.5859396",382398.222656250000000,2740.965336630474212,"228688","28072"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2202","24","510","250600","24510250600","2506",Census Tract,G5020,S,"5660512","9589221","+39.2368421","-076.5748320",25455485.636718750000000,25278.421543714532163,"15249744","18621"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2529","24","510","060300","24510060300","603",Census Tract,G5020,S,"187111","0","+39.2942438","-076.5855106",312828.871093750000000,2276.803466207080419,"187111","125929"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2530","24","510","260800","24510260800","2608",Census Tract,G5020,S,"311708","0","+39.2901606","-076.5659569",521078.691406250000000,2886.100158482865027,"311706","311706"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2532","24","510","260900","24510260900","2609",Census Tract,G5020,S,"552102","0","+39.2832964","-076.5656399",922771.289062500000000,3949.546192029021768,"552104","552104"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2538","24","510","060100","24510060100","601",Census Tract,G5020,S,"238719","0","+39.2946533","-076.5751514",399116.539062500000000,2545.123949475032077,"238719","238719"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2558","24","510","010200","24510010200","102",Census Tract,G5020,S,"355165","0","+39.2880851","-076.5740101",593694.125000000000000,3560.055298623007275,"355165","355165"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2562","24","510","261000","24510261000","2610",Census Tract,G5020,S,"310026","0","+39.2935829","-076.5708757",518317.218750000000000,4027.937416173072506,"310024","309664"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2563","24","510","260700","24510260700","2607",Census Tract,G5020,S,"785731","0","+39.2862814","-076.5586427",1313356.996093750000000,5036.929594175858256,"785729","785729"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2565","24","510","060200","24510060200","602",Census Tract,G5020,S,"257735","0","+39.2944298","-076.5806137",430906.621093750000000,2626.202679413029273,"257735","257735"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2878","24","510","260404","24510260404","2604.04",Census Tract,G5020,S,"4467107","0","+39.3000662","-076.5528630",7469762.078125000000000,15389.574397184818736,"4467115","2927462"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2879","24","510","260501","24510260501","2605.01",Census Tract,G5020,S,"3217418","3813","+39.2883470","-076.5423935",5384690.730468750000000,9646.999844643885808,"3221233","3206265"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2926","24","510","260605","24510260605","2606.05",Census Tract,G5020,S,"9979929","7154314","+39.2583782","-076.5496645",28617528.265625000000000,27414.425802035861125,"17134242","9944984"
"2","2",Southeastern,259727662.838999986648560,166650.351296000008006,65673.352493371596211,40327843.597975626587868,"24130816","2927","24","510","261100","24510261100","2611",Census Tract,G5020,S,"219783","0","+39.2829568","-076.5700550",367335.910156250000000,3192.032561820132287,"219783","219783"
