fid,name,shape_star,shape_stle,SHAPE__Len,SHAPE__Are,layer,path
"26",Burleith-Leighton,2356530.23987,7955.35018446,3136.14396609582,366301.895199647,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"28",Callaway-Garrison,5305377.89996,9848.55363569,3885.32153800752,824957.955203123,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"39",Central Forest Park,4163296.35693,8735.00612656,3442.2601980228,647283.16758106,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"43",Cheswolde,23843696.5583,22004.5813432,8673.51440022168,3711319.35815366,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"49",Concerned Citizens Of Forest Park,2227123.98059,6062.79487366,2390.44237125424,346223.984500308,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"51",Cross Country,16515265.0901,20723.1047216,8172.11748501251,2570528.28300522,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"57",Dickeyville,5941675.0459,12376.9271279,4882.77264352784,923495.943447119,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"58",Dolfield,4740941.33044,8664.08439952,3415.2355164074,737318.618469204,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"59",Dorchester,5312958.39124,9388.65762023,3703.15501016767,826141.704090128,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"65",East Arlington,3606014.60455,8629.66873564,3403.33964455162,560714.483189262,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"75",Fairmont,4618358.94159,10861.3220666,4279.96713563762,717666.536661635,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"76",Fallstaff,8239068.73517,13936.1099191,5501.80049844273,1282301.73661058,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"79",Forest Park,4323370.34277,9202.00078833,3627.25269427951,672114.431665717,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"80",Forest Park Golf Course,2871674.21552,7965.56585941,3139.34730776617,446431.082243344,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"83",Franklintown,16597497.8454,22917.3236487,9030.95395753824,2578957.83800678,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"85",Garwyn Oaks,3662010.15057,8082.23702759,3188.92258959081,569203.798313492,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"87",Glen,20831899.9731,21572.490575,8507.22120488544,3241503.87269752,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"95",Grove Park,9570738.28607,12781.6548805,5040.05907462933,1488568.20430481,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"98",Gwynns Falls/Leakin Park,20780011.3057,35837.0456845,14123.3003151686,3228695.4632618,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"100",Hanlon-Longwood,12132167.9788,15975.3898448,6296.49370414786,1885779.09516557,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"114",Howard Park,29480758.3174,24848.8998103,9803.20286224649,4583867.21295708,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"131",Langston Hughes,1685848.70587,5157.41982752,2033.95993572096,262228.778789225,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"141",Lucille Park,2921938.10504,9489.16611502,3738.58848081018,454453.591594487,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"163",Mount Holly,3454693.13208,9461.43836598,3727.85101880467,536893.228808323,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"165",Mount Washington,34598084.8259,26939.6540312,10622.8869361856,5384579.55138553,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"171",Northwest Community Action,3232651.29108,8579.80638173,3380.96191866693,502305.891224438,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"195",Pimlico Good Neighbors,8243717.38184,11944.1273976,4707.41744607213,1282634.78880839,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"200",Purnell,1080461.51361,6216.1956489,2449.02553730858,167952.867282876,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"203",Reisterstown Station,12636822.5703,18538.7785222,7314.36173564044,1966148.80367456,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"212",Rosemont,4855692.43463,8937.80272923,3525.02000402644,754458.974925433,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"222",Seton Business Park,10901478.2615,16335.325213,6445.57742321725,1695803.24553109,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"243",Wakefield,7610638.0647,14423.9415287,5683.72168487711,1182789.78190547,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"244",Walbrook,5559831.48096,11191.8165769,4409.28279303975,864034.617235062,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"249",West Arlington,7602654.19672,11687.7051579,4607.2236429647,1182433.74711966,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"250",West Forest Park,10382193.3328,20554.7944639,8099.9996652311,1613786.79451329,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"257",Windsor Hills,6529802.85779,11151.1569403,4397.07115579075,1014937.17068442,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"262",Woodmere,7203440.18927,11826.79635,4662.40280843852,1120533.07325223,northwestern-neighborhoods — northwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/northwestern-neighborhoods.geojson
"7",Baltimore Highlands,4223885.55096,8315.12539496,3277.86358741139,656088.307988781,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"8",Patterson Park Neighborhood,4709387.49969,10491.2519841,4131.87839049969,731485.487791341,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"17",Biddle Street,3146076.54431,8917.46879724,3510.87115999189,488815.630363484,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"21",Brewers Hill,2485521.70245,6423.65016866,2532.1914685508,385971.234525874,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"24",Broening Manor,4532644.56683,10987.3393262,4327.60694071641,703668.298106688,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"27",Butcher's Hill,2164569.26129,5963.73412866,2351.0751602505,336203.8027984,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"30",Canton,15903821.8414,20047.3307609,7896.71351362586,2469522.37050928,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"31",Canton Industrial Area,69374266.1689,73390.8910249,28924.3944821074,10768272.6667573,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"64",Dundalk Marine Terminal,11934370.9047,15859.5375769,6253.56003808723,1851391.12767601,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"68",Eastwood,781985.497559,4183.80177465,1650.81199651546,121453.234464213,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"71",Ellwood Park/Monument,3887483.97998,8537.08038854,3363.06825895808,603899.236456825,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"90",Graceland Park,8713042.74908,17767.5656333,7007.62292825649,1352916.19092802,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"91",Greektown,6257135.61041,13857.8461456,5461.94546169015,971690.947119659,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"107",Highlandtown,3961747.18439,8604.63357209,3388.37269557919,615284.495704505,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"110",Holabird Industrial Park,15727173.5887,32082.3003456,12641.2727947456,2440996.98193446,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"113",Hopkins Bayview,11577585.943,16512.9543105,6503.62852691871,1798264.51406562,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"123",Bayview,2604282.83197,7482.44762484,2946.18101701263,404467.705943667,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"127",Kresson,7469803.85406,13318.7104578,5248.25551580261,1160357.15817637,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"143",Madison-Eastend,2907510.34772,7197.11549344,2835.09136998661,451710.836470216,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"145",McElderry Park,3525581.13281,8044.49245947,3169.38744775183,547674.924108666,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"147",Medford,4293507.41455,8548.49517543,3367.63177415659,666628.340581909,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"151",Middle East,5520289.41888,9473.71666889,3733.61352355213,857652.265934219,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"154",Milton-Montford,1583096.62482,5033.45719594,1984.16143709269,245949.151371347,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"172",O'Donnell Heights,4402009.40881,9880.78322205,3893.13281183627,683468.192089399,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"187",Patterson Park,6297453.07526,10773.7409634,4244.18041420763,978048.700992412,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"188",Patterson Place,1059586.05334,4249.99922792,1675.83577649367,164585.137955243,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"199",Pulaski Industrial Area,54856507.7926,63974.8655628,25218.5350000482,8522590.8585432,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"217",Saint Helena,1580872.93243,6293.11388103,2481.22553900871,245327.382568907,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"273",CARE,2362434.80695,6495.2362512,2559.96175275315,366980.982332335,southeastern-neighborhoods — southeastern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southeastern-neighborhoods.geojson
"10",Barre Circle,667645.262512,3977.19322677,1568.50134319575,103679.537006293,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"25",Brooklyn,23789044.0555,24120.2236069,9497.1118630459,3688823.11686017,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"32",Carroll - Camden Industrial Area,19598923.8584,32614.0264503,12850.1181219428,3042538.52357718,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"33",Carroll Park,9589127.07141,14047.2820415,5532.27620143753,1488742.89398344,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"42",Cherry Hill,32651226.634,28581.0807665,11253.5899135139,5065329.46738798,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"53",Curtis Bay,14248922.6328,18848.7254652,7427.24144928146,2208936.04600132,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"54",Curtis Bay Industrial Area,11674907.0447,26426.0022185,10404.7546951224,1809891.54486212,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"74",Fairfield Area,67027755.1611,82665.3372976,32559.6603654079,10395167.5960484,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"77",Federal Hill,4151493.45752,10057.5163426,3961.88443223413,644569.583287341,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"104",Hawkins Point,54765749.11,55783.9116388,21950.0044109891,8486319.23077407,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"130",Lakeland,15279785.4267,15962.7856109,6283.40698033073,2370830.06053769,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"137",Locust Point,3744051.20007,9958.62568444,3924.47622857481,581165.447169725,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"138",Locust Point Industrial Area,22251204.4357,58571.145484,23078.7973558825,3453732.26838166,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"150",Middle Branch/Reedbird Parks,10155473.2048,30219.7238129,11902.4287439409,1575430.00527348,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"160",Morrell Park,23379615.467,19042.1640615,7499.49991288302,3628506.24822331,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"166",Mount Winans,2134555.87866,6320.89015693,2489.36658999951,331262.227250941,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"174",Oaklee,1135910.60278,5684.49040567,2238.33271789175,176314.6392324,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"180",Otterbein,2858008.99817,7204.22076466,2838.98034233176,443786.357796845,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"198",Port Covington,9253761.59015,21963.7685756,8654.03217867224,1436141.7840014,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"207",Ridgely's Delight,1367467.23499,5157.61952025,2033.54751818181,212350.923972538,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"208",Riverside,8229898.43073,14636.8384991,5765.94415838892,1277585.44286729,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"219",Saint Paul,2890521.1026,8150.34949817,3210.54357597951,448660.444491314,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"221",South Baltimore,3618802.27277,7843.05332092,3092.01379661245,561752.90662002,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"224",Sharp-Leadenhall,1925439.70013,5659.97934019,2230.74161246534,298935.613130736,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"227",Spring Garden Industrial Area,7533384.94983,16934.675652,6676.81171226399,1169301.09870421,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"228",Stadium Area,4576641.49292,10097.1046717,3982.24844524782,710618.561182346,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"242",Violetville,16526898.8563,17886.6462017,7047.04751763809,2565140.76441749,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"247",Washington Village/Pigtown,9110700.33344,16783.3914429,6612.91221119226,1414680.99437642,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"254",Westport,13876158.9771,23475.0887938,9249.8936888506,2153510.38176889,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"267",Wilhelm Park,12422006.9657,19040.1923704,7498.22663583664,1928328.73930285,southern-neighborhoods — southern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southern-neighborhoods.geojson
"2",Allendale,11326639.4808,14276.8452329,5624.63468547478,1759173.4382046,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"11",Beechfield,11233693.6567,16371.1585149,6447.51514103153,1744099.00576574,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"20",Boyd-Booth,1079792.29144,4766.04736674,1876.30225829252,167692.603389888,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"34",Carroll-South Hilton,13523718.2466,15897.6177032,6266.64729588954,2100162.64543379,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"35",Carrollton Ridge,6213391.71661,10655.0070225,4199.34672629475,964814.104920267,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"69",Edmondson Village,5180640.56824,9828.19310202,3875.51622496638,804798.908379802,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"82",Franklin Square,4798289.71259,9307.5247021,3667.77387417115,745246.38520442,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"97",Gwynns Falls,4983195.13336,10144.0197385,3995.74903429346,773691.574394329,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"111",Hollins Market,2981709.24518,7921.82652751,3118.99768471368,463064.283213221,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"115",Hunting Ridge,7299309.16382,11845.6394585,4667.90524249432,1133893.51815998,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"118",Irvington,24779664.7764,27199.0179338,10714.7294145838,3847358.34692352,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"153",Millhill,5848744.91077,11528.4022207,4543.96381189516,908114.25283348,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"162",New Southwest/Mount Clare,3296316.85895,8639.52413584,3403.60704079363,511863.224390044,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"192",Penrose/Fayette Street Outreach,9839064.52368,17648.9040774,6951.10835628743,1528187.12171196,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"197",Poppleton,5077949.11481,9329.03789928,3674.54356474038,788697.033631174,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"209",Rognel Heights,4737133.02698,8701.43171871,3429.88963172943,735870.593309379,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"216",Saint Agnes,2322243.7348,6943.97301528,2735.73360356763,360517.234668769,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"218",Saint Josephs,3895942.16162,9237.95445987,3641.6115002929,605012.4683558,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"225",Shipley Hill,5083622.16815,11741.3227921,4625.91620558916,789471.759543037,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"231",Ten Hills,9288916.39575,14038.4489996,5531.23971560662,1442597.72723456,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"234",Tremont,981770.51123,4252.06748166,1676.89040879079,152452.949012996,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"236",Union Square,1848652.25317,5892.06914223,2320.40513461471,287093.421839425,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"238",Uplands,5515700.22363,9921.97591854,3911.36056072781,856659.792528164,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"251",West Hills,9341628.62201,19743.5052175,7780.71881136635,1451178.62259487,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"253",Westgate,9280426.74249,18851.3525271,7427.03521868302,1441148.73945007,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"265",Yale Heights,5356110.38776,11988.3766487,4724.00594666784,831551.291518768,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"266",Lower Edmondson Village,629662.93158,3165.09622239,1247.40092240676,97802.9690837679,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
"268",Edgewood,2895080.3584,7743.99048664,3052.33191044266,449720.074368607,southwestern-neighborhoods — southwestern,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/southwestern-neighborhoods.geojson
